COMPLEX_NAME,FACILITY_TYPE,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
Glenmore Athletic Park,Athletic Park,5300 19 ST SW,Municipal,Recreation,Water Resources,Recreation,Glenmore Park,SOUTH,3112.0,2803.0,2.0,4.0,
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,59.0,12.0,4.92,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,6134.0,2051.0,2.99,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,78.0,23.0,3.39,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13959.0,5149.0,2.71,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13763.0,5159.0,2.67,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,72.0,22.0,3.27,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,55.0,13.0,4.23,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,1621.0,510.0,3.18,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,57.0,19.0,3.0,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,14076.0,5201.0,2.71,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13972.0,5163.0,2.71,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13616.0,5131.0,2.65,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,84.0,24.0,3.5,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13699.0,5029.0,2.72,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,73.0,20.0,3.65,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,36.0,12.0,3.0,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,14117.0,5190.0,2.72,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,86.0,25.0,3.44,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,11118.0,4120.0,2.7,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13533.0,5153.0,2.63,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,46.0,11.0,4.18,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,2523.0,801.0,3.15,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,6983.0,2336.0,2.99,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,588.0,188.0,3.13,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,59.0,13.0,4.54,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,55.0,19.0,2.89,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,10423.0,3838.0,2.72,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,71.0,20.0,3.55,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13580.0,4954.0,2.74,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,9762.0,3602.0,2.71,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,12990.0,4755.0,2.73,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,3349.0,1047.0,3.2,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,970.0,306.0,3.17,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,4317.0,1379.0,3.13,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13914.0,5168.0,2.69,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13613.0,5103.0,2.67,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,36.0,11.0,3.27,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,11831.0,4364.0,2.71,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13952.0,5135.0,2.72,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,5328.0,1762.0,3.02,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,191.0,60.0,3.18,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13874.0,5157.0,2.69,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13795.0,5101.0,2.7,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,8183.0,2854.0,2.87,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,61.0,21.0,2.9,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,40.0,12.0,3.33,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,51.0,13.0,3.92,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,13912.0,5150.0,2.7,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,45.0,12.0,3.75,5.1,2000.0
Westside Recreation Centre,Leisure Centre,2000 69 ST SW,Not-for-Profit,Westside Rec.,Recreation,Westside Regional Recreation Society,Signal Hill,WEST,78.0,18.0,4.33,5.1,2000.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10312.0,3620.0,2.85,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10762.0,3790.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,1218.0,402.0,3.03,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10921.0,3874.0,2.82,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10961.0,3829.0,2.86,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,1959.0,652.0,3.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,4005.0,1465.0,2.73,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,3151.0,1165.0,2.7,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,9968.0,3496.0,2.85,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10710.0,3821.0,2.8,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,6193.0,2225.0,2.78,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,8112.0,2854.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10546.0,3752.0,2.81,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,7102.0,2504.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,36.0,11.0,3.27,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10727.0,3826.0,2.8,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10947.0,3879.0,2.82,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10713.0,3858.0,2.78,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10592.0,3732.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10987.0,3875.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,9085.0,3198.0,2.84,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,5026.0,1871.0,2.69,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10836.0,3855.0,2.81,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10537.0,3726.0,2.83,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,578.0,195.0,2.96,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Crowfoot Arena,Arena,8080 JOHN LAURIE BV NW,Not-for-Profit,CMHA,Parks,Crowfoot Minor Hockey Assoc.,Arbour Lake,NORTHWEST,10581.0,3741.0,2.83,4.4,2463.0
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1368.0,252.0,5.43,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,800.0,249.0,3.21,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2294.0,685.0,3.35,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2057.0,9.0,228.56,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2352.0,1071.0,2.2,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1603.0,469.0,3.42,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2259.0,626.0,3.61,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1379.0,252.0,5.47,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1383.0,253.0,5.47,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2968.0,961.0,3.09,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1437.0,406.0,3.54,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2841.0,854.0,3.33,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1416.0,253.0,5.6,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1412.0,252.0,5.6,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1389.0,251.0,5.53,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,773.0,5.0,154.6,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2121.0,626.0,3.39,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1931.0,686.0,2.81,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1415.0,249.0,5.68,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2264.0,629.0,3.6,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1476.0,255.0,5.79,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1320.0,251.0,5.26,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1864.0,704.0,2.65,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1805.0,491.0,3.68,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1555.0,703.0,2.21,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1428.0,248.0,5.76,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2725.0,854.0,3.19,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2242.0,628.0,3.57,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,722.0,4.0,180.5,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1865.0,702.0,2.66,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2137.0,625.0,3.42,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1413.0,636.0,2.22,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1421.0,249.0,5.71,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,806.0,5.0,161.2,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1607.0,496.0,3.24,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2235.0,618.0,3.62,4.0,
Foothills Aquatic Centre,Aquatic & Fitness Centre,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1854.0,677.0,2.74,4.0,
